"","from","to"
"470","J Pinto","M Shiffrar"
"471","F Pollick","P McAleer"
"472","G Stoner","H Jordan"
"473","H Paterson","F Pollick"
"474","P Mamassian","F Pollick"
"475","P Mamassian","H Paterson"
"476","M Kitazaki","M Kitazaki"
"477","E Hiris","E Hiris"
"479","R Blake","D Maurer"
"480","R Blake","T Lewis"
"481","I Thornton","Q Vuong"
"482","H Buelthoff","Q Vuong"
"483","H Buelthoff","I Thornton"
"485","S Park","S Jang"
"486","F Pollick","S Jang"
"487","F Pollick","S Park"
"488","L Battelli","E Grossman"
"489","R Blake","C Kim"
"490","R Wezel","R Wezel"
"491","E Graf","E Graf"
"492","R Blake","K Sobel"
"493","J Fiser","W Makous"
"494","P Bex","W Makous"
"495","P Bex","J Fiser"
"496","N Lavie","D Carmel"
"497","G Rees","D Carmel"
"498","G Rees","N Lavie"
"499","A Dobbins","J Grossmann"
"500","T Takeda","T Takeda"
"501","R Andersen","R Andersen"
"502","C Koch","M Saenz"
"503","L Liu","L Liu"
"504","Z Liu","B Tjan"
"505","J Hirsch","J Hirsch"
"506","A Berg","J Brascamp"
"507","R Ee","J Brascamp"
"508","R Ee","A Berg"
"509","S Tipper","S Tipper"
"510","Y Yeh","Y Yeh"
"511","H Chu","X Zhou"
"512","Q Chen","X Zhou"
"513","Q Chen","H Chu"
"514","X Li","X Zhou"
"515","X Li","H Chu"
"516","X Li","Q Chen"
"517","M Chun","M Chun"
"518","M Chun","J Junge"
"519","D Simons","M Ambinder"
"520","M Chun","A Leber"
"521","M Platt","M Platt"
"522","S Lin","S Yeh"
"523","L Itti","J Lu"
"524","N Kanwisher","Y Xu"
"525","A Seiffert","A Seiffert"
"526","S Luck","J Hyun"
"527","G Alvarez","S Franconeri"
"528","B Scholl","B Scholl"
"529","R Kimchi","R Kimchi"
"530","C Tyler","L Kontsevich"
"531","J Zheng","B Zhang"
"532","E Smith","B Zhang"
"533","E Smith","J Zheng"
"534","Y Chino","B Zhang"
"535","Y Chino","J Zheng"
"536","Y Chino","E Smith"
"537","A Roe","H Lu"
"538","D Field","D Field"
"539","C Baker","C Baker"
"540","M Rucci","I Kagan"
"542","M Snodderly","M Rucci"
"543","V Casagrande","X Xu"
"544","T Watanabe","T Watanabe"
"545","J Baker","S Yen"
"546","C Zetzsche","C Zetzsche"
"548","S Kastner","K Schneider"
"549","J Rieser","H Bruggeman"
"550","M Ernst","M Ernst"
"551","B Backus","B Backus"
"553","G Keith","J Marotta"
"554","J Crawford","J Marotta"
"555","J Crawford","G Keith"
"556","R Rajimehr","R Rajimehr"
"557","G Boynton","S Mednick"
"558","F Domini","E Blaser"
"559","E Graf","W Adams"
"560","M Ernst","W Adams"
"561","M Ernst","E Graf"
"562","R Jacobs","R Jacobs"
"563","Z Lu","Z Lu"
"564","T Busey","J Gold"
"565","Y Jiang","J Song"
"566","A Sekuler","J Husk"
"567","P Bennett","J Husk"
"569","L Welch","L Welch"
"570","S Sheremata","A Seitz"
"571","M Kawato","A Seitz"
"572","M Kawato","S Sheremata"
"573","T Watanabe","A Seitz"
"574","T Watanabe","S Sheremata"
"575","T Watanabe","M Kawato"
"576","N Dupuis-Roy","F Gosselin"
"577","P Bennett","Z Hussain"
"578","A Sekuler","Z Hussain"
"580","J Zhang","C Yu"
"581","S Klein","C Yu"
"582","S Klein","J Zhang"
"583","D Levi","C Yu"
"584","D Levi","J Zhang"
"586","P Kellman","P Garrigan"
"587","B Dosher","A Petrov"
"588","Z Lu","A Petrov"
"590","M Wenger","C Rasche"
"592","J Ferwerda","J Ferwerda"
"593","P Smith","P Smith"
"594","S Nakadomari","I Kuriki"
"595","J Krauskopf","J Krauskopf"
"596","Z Pizlo","B Lee"
"597","Q Wang","R Eskew"
"598","S Khan","S Khan"
"599","A Nagy","A Nagy"
"600","A Brewer","J Liu"
"601","B Wandell","J Liu"
"602","B Wandell","A Brewer"
"603","J Moreland","J Moreland"
"604","I Kuriki","I Kuriki"
"605","K Amano","A Reeves"
"606","D Foster","A Reeves"
"607","D Foster","K Amano"
"608","H Boyaci","K Doerschner"
"609","L Maloney","K Doerschner"
"611","D Teller","I Zemach"
"613","S Shevell","S Shevell"
"614","K Uchikawa","K Uchikawa"
"615","K Yokoi","K Uchikawa"
"616","F Thorn","F Thorn"
"621","D Wu","B Sheth"
"622","F Cornelissen","E Brenner"
"624","J Smeets","F Cornelissen"
"626","W Geisler","J Najemnik"
"627","J Perry","J Najemnik"
"628","J Perry","W Geisler"
"629","G Zelinsky","M Neider"
"630","D Levin","D Levin"
"631","A Oliva","A Torralba"
"632","M Castelhano","A Torralba"
"633","M Castelhano","A Oliva"
"634","J Henderson","A Torralba"
"635","J Henderson","A Oliva"
"636","J Henderson","M Castelhano"
"637","N Donnelly","T Menneer"
"638","K Cave","T Menneer"
"639","K Cave","N Donnelly"
"640","M Eckstein","M Eckstein"
"641","J Wolfe","K Michod"
"642","T Horowitz","K Michod"
"643","T Horowitz","J Wolfe"
"644","A Kramer","A Belopolsky"
"645","J Theeuwes","A Belopolsky"
"646","J Theeuwes","A Kramer"
"647","D Smilek","S Ghorashi"
"648","V Lollo","S Ghorashi"
"649","V Lollo","D Smilek"
"650","A Logvinenko","A Logvinenko"
"651","Q Zaidi","Q Zaidi"
"652","M Rudd","M Rudd"
"654","D Teller","M Pereverzeva"
"655","K Dobkins","K Dobkins"
"656","A Shapiro","A Shapiro"
"657","M McCourt","B Blakeslee"
"658","J Schirillo","J Schirillo"
"661","B Gibson","E Wasserman"
"662","B Gibson","O Lazareva"
"663","F Gosselin","E Wasserman"
"664","F Gosselin","O Lazareva"
"665","F Gosselin","B Gibson"
"666","P Schyns","E Wasserman"
"667","P Schyns","O Lazareva"
"668","P Schyns","B Gibson"
"669","P Schyns","F Gosselin"
"670","I Biederman","E Wasserman"
"671","I Biederman","O Lazareva"
"672","I Biederman","B Gibson"
"673","I Biederman","F Gosselin"
"674","I Biederman","P Schyns"
"675","T Drew","K Shapiro"
"676","M Jackson","H Orbach"
"677","K Shapiro","M Kunar"
"678","M Chun","M Nieuwenstein"
"679","R Marois","D Fougnie"
"680","K Arnell","K Arnell"
"681","Y Yamada","J Kawahara"
"682","S Tripathy","S Narasimhan"
"683","B Barrett","S Narasimhan"
"684","B Barrett","S Tripathy"
"685","Z Pylyshyn","B Keane"
"687","C Morvan","J Droulez"
"688","Z Pylyshyn","J Droulez"
"689","Z Pylyshyn","C Morvan"
"690","J Halberda","S Franconeri"
"691","L Feigenson","S Franconeri"
"692","L Feigenson","J Halberda"
"694","G Alvarez","J Halberda"
"695","G Alvarez","L Feigenson"
"697","D Fencsik","T Horowitz"
"698","D Fencsik","J Wolfe"
"699","A Pastukhov","J Braun"
"703","K Yokosawa","K Yokosawa"
"705","Z Pylyshyn","Z Pylyshyn"
"706","W Neill","W Neill"
"707","M Braunstein","Z Bian"
"708","G Andersen","Z Bian"
"709","G Andersen","M Braunstein"
"710","B Mohler","S Creem-Regehr"
"712","W Thompson","B Mohler"
"716","P Dassonville","P Dassonville"
"718","M Braunstein","C Feria"
"719","G Andersen","C Feria"
"721","J Campos","G Chan"
"722","H Sun","G Chan"
"723","H Sun","J Campos"
"724","W Li","L Matin"
"725","M Jenkin","L Harris"
"726","R Dyde","L Harris"
"727","R Dyde","M Jenkin"
"728","H Jenkin","L Harris"
"729","H Jenkin","M Jenkin"
"730","H Jenkin","R Dyde"
"731","F Durgin","F Durgin"
"745","S Vecera","M Matsukura"
"746","M Lages","M Lages"
"747","A Kristjansson","A Kristjansson"
"749","J Delvenne","J Delvenne"
"750","S Thompson-Schill","H Pashler"
"751","S Courtney","B Landau"
"752","J Hoffman","B Landau"
"753","J Hoffman","S Courtney"
"754","J Raymond","M Jackson"
"755","S Luck","S Luck"
"757","Y Jiang","T Vickery"
"758","I Olson","I Olson"
"759","J Kawahara","Y Jiang"
"760","B Gee","B Gee"
"761","D Irwin","L Thomas"
"762","T Yoshida","T Yoshida"
"763","S McKee","A Ma-Wyatt"
"765","P Verghese","S McKee"
"766","K Gegenfurtner","K Gegenfurtner"
"769","M Mon-Williams","M Mon-Williams"
"772","K Valyear","J Culham"
"773","R Coats","M Mon-Williams"
"775","G Bingham","R Coats"
"777","J Trommershauser","S Wu"
"778","L Maloney","S Wu"
"780","M Landy","S Wu"
"786","M Mon-Williams","J Williams"
"787","S Hochstein","M Pavlovskaya"
"788","R Russell","M Greene"
"789","I Biederman","M Greene"
"790","I Biederman","R Russell"
"791","P Sinha","R Russell"
"792","M Nederhouser","R Russell"
"793","M Nederhouser","P Sinha"
"795","I Biederman","P Sinha"
"796","I Biederman","M Nederhouser"
"797","M Tarr","A Johnson"
"798","M Tarr","Y Cheng"
"799","F Gosselin","F Gosselin"
"800","H Abdi","A O'Toole"
"801","M Behrmann","I Gauthier"
"802","M Tarr","I Gauthier"
"803","M Tarr","M Behrmann"
"804","F Gosselin","M Arguin"
"805","R Caldara","C Michel"
"806","B Rossion","C Michel"
"808","E McKone","R Robbins"
"809","Y Osada","Y Osada"
"810","B Rossion","C Jacques"
"811","J Lee","S Creem-Regehr"
"812","C Collin","C Collin"
"813","I Biederman","X Yue"
"814","J Husk","C Gaspar"
"815","P Bennett","C Gaspar"
"817","A Sekuler","C Gaspar"
"821","N Davidenko","N Davidenko"
"822","T Poggio","T Serre"
"823","P Sinha","T Serre"
"824","P Sinha","T Poggio"
"825","M Mangini","M Nederhouser"
"827","I Biederman","M Mangini"
"828","M Webster","D Kaping"
"830","P Downing","A Chan"
"831","Y Yeshurun","Y Yeshurun"
"832","J Enns","G Liu"
"834","M Carrasco","L Maloney"
"835","T Kumada","T Kumada"
"836","J Mounts","J McCarley"
"837","A Kramer","J McCarley"
"838","A Kramer","J Mounts"
"839","P Cavanagh","S Butcher"
"840","E Cameron","E Cameron"
"841","K Yokosawa","T Takeuchi"
"842","M Eckstein","S Shimozaki"
"843","B Olk","S Shimozaki"
"844","B Olk","M Eckstein"
"845","A Kingstone","S Shimozaki"
"846","A Kingstone","M Eckstein"
"847","A Kingstone","B Olk"
"848","A Gorea","D Sagi"
"849","S Pardhan","S Pardhan"
"850","L Huang","K Dobkins"
"851","M Grünau","C Galera"
"852","A Panagopoulos","C Galera"
"853","A Panagopoulos","M Grünau"
"854","B Conway","M Livingstone"
"855","K Sakai","K Sakai"
"856","G Francis","Z Pizlo"
"857","Y Li","Z Pizlo"
"858","Y Li","G Francis"
"859","R Allison","I Howard"
"860","I Howard","M Ishii"
"861","M Banks","S Watt"
"862","H Yaguchi","S Shioiri"
"866","F Domini","M Luca"
"867","C Caudek","M Luca"
"870","L Wilcox","K MacKenzie"
"871","H Li","J Yoon"
"872","Z Vidnyánszky","T Papathomas"
"873","X Zhuang","T Papathomas"
"874","X Zhuang","Z Vidnyánszky"
"875","S Grossberg","E Mingolla"
"876","J Koenderink","H Nefs"
"877","A Kappers","H Nefs"
"880","M Braunstein","H Zhong"
"881","T Watanabe","A Yazdanbakhsh"
"882","S Thompson","F Norman"
"884","A Yonas","A Yonas"
"885","Y Liu","D Leopold"
"886","G Francis","G Francis"
"887","G Francis","J Ericson"
"888","W Schoonveld","G Francis"
"889","L Spillmann","L Spillmann"
"890","D MacLeod","A Holcombe"
"891","J Read","J Read"
"892","P Mamassian","L O'Kane"
"893","M Webster","M Webster"
"894","M Webster","Y Mizokami"
"895","K Valois","T Takeuchi"
"896","D Eagleman","D Eagleman"
"898","K Murphy","N Anderson"
"899","D Jones","N Anderson"
"900","D Jones","K Murphy"
"902","S Palmer","S Palmer"
"903","M Carrasco","M Carrasco"
"904","S Shimojo","F Moradi"
"906","B Timney","S Khan"
"908","H Strasburger","D Poggel"
"909","M Tarr","M Tarr"
"910","I Harris","P Dux"
"912","M Martelli","D Pelli"
"913","N Majaj","D Pelli"
"914","N Majaj","M Martelli"
"915","B Tjan","C He"
"917","S Chung","B Tjan"
"918","S Chung","C He"
"919","N Schwartz","B Tjan"
"920","N Schwartz","C He"
"921","N Schwartz","S Chung"
"922","K Valyear","J Cant"
"925","H Buelthoff","M Graf"
"926","M Martelli","K James"
"927","T James","K James"
"928","T James","M Martelli"
"929","D Pelli","K James"
"931","D Pelli","T James"
"932","I Gauthier","K James"
"933","I Gauthier","M Martelli"
"935","I Gauthier","D Pelli"
"939","D Remus","T McKeeff"
"941","F Tong","D Remus"
"942","M Levine","M Levine"
"943","J Taylor","J Taylor"
"945","J Wagemans","H Beeck"
"947","R Vogels","J Wagemans"
"948","I Gauthier","T Curran"
"949","R Tyrrell","R Tyrrell"
"950","M Arguin","D Fiset"
"951","C Blais","D Fiset"
"952","C Blais","M Arguin"
"953","F Phillips","G Diaz"
"956","S Yeh","Y Chen"
"957","E Essock","B Hansen"
"958","A Haun","B Hansen"
"959","A Haun","E Essock"
"960","Z Yang","Z Yang"
"961","T Ledgeway","R Hess"
"962","E Fine","E Fine"
"964","J Calvert","V Manahilov"
"965","W Simpson","V Manahilov"
"966","W Simpson","J Calvert"
"967","N Graham","S Wolfson"
"968","G Legge","M Brady"
"969","D Kersten","M Brady"
"970","D Kersten","G Legge"
"971","F Kingdom","I Motoyoshi"
"972","T Carney","S Klein"
"973","J Elder","Y Morgenstern"
"975","C Baker","A Johnson"
"976","D Heeger","M Landy"
"977","D Kersten","C Olman"
"978","M Crognale","J Highsmith"
"979","R Hess","D Ellemberg"
"980","H Allen","D Ellemberg"
"981","H Allen","R Hess"
"982","C Benton","W Curran"
"983","P Mamassian","P Mamassian"
"984","T Sato","Y Nakajima"
"985","H Hock","D Nichols"
"986","J Faubert","J Faubert"
"987","K Dobkins","B Krekelberg"
"988","T Takeda","K Amano"
"989","W Gerbino","W Gerbino"
"990","N Matthews","N Matthews"
"991","S Stevenson","A Raghunandan"
"992","L Spillmann","L Maloney"
"994","T Shipley","T Shipley"
"995","S Watamaniuk","S Watamaniuk"
"997","A Cobo-Lewis","A Cobo-Lewis"
"998","J Tsotsos","D Cheyne"
"999","J Martinez-Trujillo","D Cheyne"
"1001","I Murakami","I Murakami"
"1002","M Wexler","C Morvan"
