"","from","to"
"319","G Legge","Y Xiong"
"320","D Yu","D Yu"
"322","K Watanabe","K Watanabe"
"323","B Rossion","L Maillard"
"324","D Whitney","D Whitney"
"325","D Pelli","A Brielmann"
"326","D Kersten","S Li"
"327","J Halberda","J Halberda"
"328","A Richardson","P Scalf"
"329","M Peelen","S Gayet"
"330","T Liu","T Liu"
"331","D Yi","H Lee"
"332","R Remington","S Li"
"333","Y Jiang","S Li"
"334","Y Jiang","R Remington"
"335","R Klein","R Klein"
"336","C Moore","J Palmer"
"338","G Boynton","C Moore"
"339","R Rosenholtz","R Rosenholtz"
"340","H Sun","J Song"
"341","P Bennett","J Song"
"342","P Bennett","H Sun"
"343","A Sekuler","J Song"
"344","A Sekuler","H Sun"
"346","R Luria","A Allon"
"347","D Lamy","A Allon"
"348","D Lamy","R Luria"
"349","L Battelli","L Battelli"
"350","Y Yeshurun","S Tkacz-Domb"
"351","J Serences","V Vo"
"352","S Adler","S Adler"
"353","S Itthipuripat","G Woodman"
"354","S Born","S Born"
"356","D Schwarzkopf","B Haas"
"357","K Gegenfurtner","B Haas"
"358","K Gegenfurtner","D Schwarzkopf"
"359","D Wilson","D Wilson"
"360","M Mills","M Hilchey"
"361","J Pratt","M Hilchey"
"362","J Pratt","M Mills"
"363","S Yuval-Greenberg","S Yuval-Greenberg"
"364","P Bex","P Bex"
"365","A Schubö","A Schubö"
"366","A Cohen","K Moen"
"367","M Beck","K Moen"
"368","M Beck","A Cohen"
"369","S Nakauchi","M Shehata"
"370","S Shimojo","M Shehata"
"371","S Shimojo","S Nakauchi"
"372","H Li","J Pan"
"373","M Carrasco","J Pan"
"374","M Carrasco","H Li"
"375","E Zohary","E Zohary"
"378","H Trukenbrod","H Schütt"
"379","R Engbert","H Schütt"
"380","R Engbert","H Trukenbrod"
"381","F Wichmann","H Schütt"
"382","F Wichmann","H Trukenbrod"
"383","F Wichmann","R Engbert"
"384","M Viva","A Montagnini"
"385","J Schall","J Schall"
"387","H Sheridan","H Sheridan"
"388","L Thomas","L Thomas"
"391","L Wang","R Krauzlis"
"392","R Krauzlis","A Bogadhi"
"393","E Awh","J Foster"
"394","E Awh","T Feldmann-Wüstefeld"
"395","C Olivers","R Reeder"
"396","S Pollmann","R Reeder"
"397","S Pollmann","C Olivers"
"398","B Wang","J Theeuwes"
"399","C Olivers","J Theeuwes"
"400","C Olivers","B Wang"
"401","J Taylor","Y Xu"
"402","M Vaziri-Pashkam","Y Xu"
"403","M Vaziri-Pashkam","J Taylor"
"404","R Cichy","S Teng"
"405","D Pantazis","S Teng"
"406","D Pantazis","R Cichy"
"407","A Oliva","S Teng"
"408","A Oliva","R Cichy"
"409","A Oliva","D Pantazis"
"410","F Jiang","I Fine"
"411","L Thaler","M Nardini"
"412","S Dumoulin","W Zuiderbaan"
"413","F Domini","E Cesanek"
"414","M Luca","C Parise"
"415","M Eimer","M Eimer"
"416","S Wardle","J Taubert"
"417","L Ungerleider","J Taubert"
"418","L Ungerleider","S Wardle"
"419","D Dilks","F Kamps"
"420","J Tanaka","A Campbell"
"421","M Behrmann","A Robinson"
"422","A Young","R Harris"
"423","T Andrews","R Harris"
"424","T Andrews","A Young"
"425","D Baldauf","D Baldauf"
"427","K Amano","Y Murai"
"428","K Amano","M Manassi"
"431","D Whitney","K Amano"
"432","D Dilks","D Dilks"
"433","M Castelhano","M Castelhano"
"434","D Berman","D Walther"
"435","J Golomb","D Walther"
"436","J Golomb","D Berman"
"437","M Peelen","T Brandman"
"438","M Eckstein","B Giesbrecht"
"439","A Torralba","A Oliva"
"440","M Schira","C Clifford"
"441","B Spehar","C Clifford"
"442","B Spehar","M Schira"
"443","T Liu","M Gong"
"444","J Saiki","J Saiki"
"445","J Raymond","J Raymond"
"446","T Liu","M Becker"
"447","J DeGutis","D Rothlein"
"448","M Esterman","D Rothlein"
"450","M Becker","M Becker"
"451","B Anderson","B Anderson"
"452","B Anderson","H Kim"
"454","A Keil","A Keil"
"455","N Thomas","N Thomas"
"456","L Kiorpes","L Kiorpes"
"457","M Carrasco","M Carrasco"
"458","H Luo","F Fang"
"460","S Hillyard","V Störmer"
"461","B Gibson","B Gibson"
"462","S Chong","K Kim"
"463","S Rossit","F Smith"
"464","J Clark","J Doyon"
"465","T Surber","J Doyon"
"466","T Surber","J Clark"
"467","A Hajnal","J Doyon"
"468","A Hajnal","J Clark"
"469","A Hajnal","T Surber"
"470","M Tarr","M Tarr"
"471","J Witt","J Witt"
"474","J Witt","N Tenhundfeld"
"475","J Pan","J Pan"
"476","J Snow","J Snow"
"477","J Snow","M Webster"
"478","D Varakin","D Varakin"
"479","A Ries","J Touryan"
"480","M Poletti","M Rucci"
"481","M Rucci","M Lappe"
"482","M Pomplun","M Pomplun"
"483","D Giaschi","K Meier"
"484","M Spering","K Meier"
"485","M Spering","D Giaschi"
"487","A Belopolsky","A Belopolsky"
"488","M Rolfs","T Watson"
"489","A Anderson","A Anderson"
"490","J Golomb","X Zhang"
"492","S Stigchel","S Stigchel"
"494","M Szinte","L Grzeczkowski"
"495","H Deubel","L Grzeczkowski"
"496","H Deubel","M Szinte"
"497","D Levi","A Aizenman"
"498","P Verghese","A Aizenman"
"499","P Verghese","D Levi"
"500","P Bex","A Kosovicheva"
"501","S Kim","K Moen"
"502","R Goldstein","K Moen"
"503","R Goldstein","S Kim"
"505","M Beck","S Kim"
"506","M Beck","R Goldstein"
"507","J Palmer","J Moreland"
"508","G Boynton","J Moreland"
"510","K Zhang","J Qian"
"511","Q Lei","J Qian"
"512","Q Lei","K Zhang"
"516","K Fukuda","K Fukuda"
"517","N Busch","N Busch"
"518","B Scholl","S Yousif"
"519","M Chun","S Yousif"
"520","M Chun","B Scholl"
"521","J Wagemans","J Wagemans"
"522","A Leber","Y Hong"
"523","Y Kim","D Yi"
"524","T Brady","T Brady"
"525","T Vickery","K Chang"
"526","S Park","T Vickery"
"527","M Berryhill","T Vickery"
"528","M Berryhill","S Park"
"529","V Beck","T Vickery"
"530","V Beck","S Park"
"531","V Beck","M Berryhill"
"532","Y Hong","P Scotti"
"533","J Golomb","P Scotti"
"534","J Golomb","Y Hong"
"535","A Leber","P Scotti"
"537","A Leber","J Golomb"
"539","N Al-Aidroos","N Al-Aidroos"
"540","D Alais","S Kim"
"541","P Bennett","J Cali"
"542","A Sekuler","J Cali"
"544","A Sekuler","M Slugocki"
"545","P Bennett","M Slugocki"
"547","Y Wong","D Badcock"
"548","J Dickinson","D Badcock"
"549","J Dickinson","Y Wong"
"552","M Yamaguchi","S Kanazawa"
"553","M Peterson","M Peterson"
"555","C Tas","C Tas"
"556","B Scholl","B Scholl"
"557","Y Chen","S Yousif"
"559","B Scholl","Y Chen"
"560","S Ferber","S Sun"
"561","J Cant","S Sun"
"562","J Cant","S Ferber"
"564","S Franconeri","S Franconeri"
"566","M Dodd","T Vickery"
"568","J Martinez-Trujillo","J Martinez-Trujillo"
"569","H Ogawa","H Ogawa"
"571","S Jang","S Lee"
"572","K Lee","S Lee"
"573","K Lee","S Jang"
"574","H Choi","S Lee"
"575","H Choi","S Jang"
"576","H Choi","K Lee"
"577","E Anderson","E Anderson"
"579","J Peissig","J Peissig"
"580","B Rossion","J Baudouin"
"581","A Leleu","J Baudouin"
"582","A Leleu","B Rossion"
"583","N Kanwisher","K Koldewyn"
"584","J Ristic","J Ristic"
"585","Y Hu","C Parde"
"587","C Castillo","Y Hu"
"589","A O'Toole","Y Hu"
"591","V Ciaramitaro","V Ciaramitaro"
"593","M Hill","Y Hu"
"598","J Peissig","C Bukach"
"599","I Fine","I Fine"
"600","M Kwon","M Kwon"
"601","R Rensink","R Rensink"
"602","A Oliva","A Oliva"
"604","M Hayhoe","M Hayhoe"
"605","M Spering","M Spering"
"606","C Malla","C Malla"
"608","W Bainbridge","W Bainbridge"
"610","G Kreiman","G Kreiman"
"611","N Rust","N Rust"
"612","M Barense","M Barense"
"613","N Turk-Browne","N Turk-Browne"
"614","J Golomb","J Golomb"
"615","P Cavanagh","P Cavanagh"
"616","J Bisley","J Bisley"
"617","J Mazer","J Mazer"
"618","F Hamker","F Hamker"
"619","G Aguirre","G Aguirre"
"620","A Stigliani","A Stigliani"
"621","J Zhou","J Zhou"
"622","K Evans","M Michel"
"623","J Wolfe","M Michel"
"624","J Wolfe","K Evans"
"625","J Harris","J Harris"
"626","M Eckstein","M Eckstein"
"628","J Henderson","T Hayes"
"629","M Cain","F Wick"
"630","J Wolfe","F Wick"
"631","J Wolfe","M Cain"
"633","P Mamassian","N Gekas"
"634","J Zhao","R Yu"
"635","D Yamins","L Fei-Fei"
"636","K Norman","M Iordan"
"637","N Turk-Browne","M Iordan"
"638","N Turk-Browne","K Norman"
"639","J Cohen","M Iordan"
"640","J Cohen","K Norman"
"641","J Cohen","N Turk-Browne"
"643","L Loschky","J Peterson"
"644","A Keil","M Ding"
"645","F Lange","E Ward"
"647","J Geng","J Geng"
"648","J Golomb","E Dowd"
"649","J Fahrenfort","A Loon"
"651","C Olivers","J Fahrenfort"
"652","R Rosenholtz","D Yu"
"653","J Flombaum","F Yang"
"654","X Wei","Z Wang"
"655","E Simoncelli","Z Wang"
"656","E Simoncelli","X Wei"
"657","G Aguirre","M Barnett"
"658","C Yu","C Yu"
"659","A Maier","S Poltoratski"
"660","F Tong","S Poltoratski"
"661","F Tong","A Maier"
"662","D Pelli","D Pelli"
"663","M Livingstone","M Arcaro"
"664","H Brown","A Gouws"
"665","A Morland","A Gouws"
"666","A Morland","H Brown"
"667","J Movshon","N Majaj"
"668","L Kiorpes","N Majaj"
"669","L Kiorpes","J Movshon"
"670","B Krekelberg","B Krekelberg"
"671","C Olman","C Olman"
"672","B Hadad","B Hadad"
"673","G Iarocci","F Shafai"
"674","I Oruc","F Shafai"
"675","I Oruc","G Iarocci"
"676","N Kanwisher","J Lee"
"677","C Robertson","J Lee"
"678","C Robertson","N Kanwisher"
"679","J Drover","J Drover"
"680","A Simmers","P Bex"
"681","H Zhang","D Alais"
"682","L Li","D Alais"
"683","L Li","H Zhang"
"684","P MacNeilage","P MacNeilage"
"685","F Bremmer","F Bremmer"
"686","M Lappe","M Lappe"
"687","J Chen","S Kuai"
"688","J Li","S Kuai"
"689","J Li","J Chen"
"690","D Field","S Kuai"
"691","D Field","J Chen"
"692","D Field","J Li"
"693","L Li","S Kuai"
"695","L Li","J Li"
"696","L Li","D Field"
"697","M Kitazaki","M Kitazaki"
"699","D Heeger","D Heeger"
"700","J Feldman","J Feldman"
"701","E Hiris","E Hiris"
"702","Y Peng","B Keane"
"703","S Silverstein","B Keane"
"704","S Silverstein","Y Peng"
"705","H Lu","B Keane"
"706","H Lu","Y Peng"
"707","H Lu","S Silverstein"
"708","H Lu","H Lee"
"709","Z Zhu","B Chen"
"710","F Fang","B Chen"
"711","F Fang","Z Zhu"
"713","E Grossman","J Pyles"
"714","M Tarr","J Pyles"
"715","M Tarr","E Grossman"
"716","B Scholl","B Buren"
"717","N Tang","H Xu"
"718","J Zhou","H Xu"
"719","J Zhou","N Tang"
"720","R Shui","H Xu"
"721","R Shui","N Tang"
"722","R Shui","J Zhou"
"723","M Shen","H Xu"
"724","M Shen","N Tang"
"725","M Shen","J Zhou"
"726","M Shen","R Shui"
"727","T Gao","H Xu"
"728","T Gao","N Tang"
"729","T Gao","J Zhou"
"730","T Gao","R Shui"
"731","T Gao","M Shen"
"732","R Volcic","R Volcic"
"733","J Enns","R Whitwell"
"735","J Taylor","C Campagnoli"
"739","X Fu","Y Liu"
"740","T Ganel","T Ganel"
"742","N Troje","N Troje"
"743","Z Ma","F Yang"
"745","J Flombaum","Z Ma"
"746","M McCloskey","F Yang"
"747","M McCloskey","Z Ma"
"748","M McCloskey","J Flombaum"
"749","S Monaco","J Crawford"
"750","D Nemrodov","A Nestor"
"751","M Niemeier","A Nestor"
"752","M Niemeier","D Nemrodov"
"753","L Cattaneo","S Monaco"
"754","J Pan","Y Chen"
"755","I Utochkin","I Utochkin"
"756","A Nestor","S Sun"
"759","M Cain","M Cain"
"761","J Haberman","J Haberman"
"762","M Kang","K Eo"
"763","S Chong","K Eo"
"764","S Chong","M Kang"
"766","Y Kim","M Kang"
"767","Y Kim","S Chong"
"770","J Corbett","J Munneke"
"772","K Sobel","K Lee"
"773","A Puri","K Lee"
"774","A Puri","K Sobel"
"775","D Odic","D Odic"
"776","J Park","J Park"
"777","S Chong","S Chong"
"780","L Chen","G Liu"
"781","C Yu","G Liu"
"782","C Yu","L Chen"
"783","P Scarfe","P Scarfe"
"784","V Paulun","G Maiello"
"785","R Fleming","G Maiello"
"786","R Fleming","V Paulun"
"787","P Chouinard","P Chouinard"
"788","M Landy","M Landy"
"791","M Mercer","R Adams"
"792","T Makin","H Bridge"
"793","B Mohler","H Bülthoff"
"795","A Yazdanbakhsh","A Yazdanbakhsh"
"796","S Khaligh-Razavi","S Khaligh-Razavi"
"797","T Brady","V Störmer"
"798","R Desimone","D Mendoza-Halliday"
"799","J Martinez-Trujillo","D Mendoza-Halliday"
"800","J Martinez-Trujillo","R Desimone"
"802","E Ester","E Ester"
"803","E Awh","D Sutterer"
"804","E Vogel","G Diaz"
"805","E Awh","G Diaz"
"806","E Awh","E Vogel"
"807","G Woodman","J Rajsic"
"808","S Ferber","H Lockhart"
"809","S Emrich","H Lockhart"
"810","S Emrich","S Ferber"
"811","W Ma","T Sprague"
"812","C Curtis","T Sprague"
"813","C Curtis","W Ma"
"814","S Tobyne","A Noyce"
"815","S Michalka","A Noyce"
"816","S Michalka","S Tobyne"
"817","B Shinn-Cunningham","A Noyce"
"818","B Shinn-Cunningham","S Tobyne"
"819","B Shinn-Cunningham","S Michalka"
"820","D Somers","A Noyce"
"821","D Somers","S Tobyne"
"822","D Somers","S Michalka"
"823","D Somers","B Shinn-Cunningham"
"824","W Shim","H Park"
"825","K Sreenivasan","K Sreenivasan"
"827","K Shapiro","K Shapiro"
"828","H Shigemasu","Z Li"
"829","P Zhang","P Zhang"
"830","R Tootell","R Tootell"
"831","A Welchman","A Welchman"
"832","M Nawrot","S Lauer"
"833","B Thompson","M Nawrot"
"835","S Lauer","B Thompson"
"836","J Read","I Serrano-Pedraza"
"837","D Peterzell","I Serrano-Pedraza"
"838","D Peterzell","J Read"
"839","W Adams","K Ehinger"
"840","E Graf","K Ehinger"
"841","E Graf","W Adams"
"842","J Elder","K Ehinger"
"843","J Elder","W Adams"
"844","J Elder","E Graf"
"845","M Lind","X Wang"
"846","G Bingham","X Wang"
"847","G Bingham","M Lind"
"848","T Czuba","K Bonnen"
"849","A Huk","K Bonnen"
"850","A Huk","T Czuba"
"852","L Cormack","T Czuba"
"853","L Cormack","A Huk"
"854","M Eckstein","C Abbey"
"855","J Burge","K Bonnen"
"857","L Cormack","J Burge"
"858","W Geisler","K Bonnen"
"859","W Geisler","J Burge"
"860","W Geisler","L Cormack"
"861","B Cumming","J Read"
"865","J Burge","S Kim"
"866","J Tsotsos","J Tsotsos"
"867","F Gosselin","V Willenbockel"
"868","M Vo","V Willenbockel"
"869","M Vo","F Gosselin"
"870","J Williams","J Williams"
"872","S Park","D Walther"
"879","T Sanocki","T Sanocki"
"880","T Brady","A Shafer-Skelton"
"881","L Loschky","M Smith"
"882","A Larson","A Larson"
"883","M Gong","M Gong"
"885","L Jakobson","L Jakobson"
"887","B Sheth","B Sheth"
"888","A Brielmann","E Vessel"
"889","D Pelli","E Vessel"
"891","D Yamins","J Freitas"
"892","G Alvarez","J Freitas"
"893","G Alvarez","D Yamins"
"894","J Philbeck","J Philbeck"
"895","J Barton","S Corrow"
"896","P Schyns","O Garrod"
"898","M Zhao","M Zhao"
"899","C Hacker","E Meschke"
"900","I Biederman","E Meschke"
"901","I Biederman","C Hacker"
"902","M Webster","K Emery"
"906","I Oruc","I Oruc"
"907","B Balas","B Balas"
"909","B Bridgeman","N Davidenko"
"910","M Black","I Bülthoff"
"911","B Mohler","I Bülthoff"
"912","B Mohler","M Black"
"913","B Xu","J Tanaka"
"914","R Itier","R Itier"
"915","E Birmingham","E Pereira"
"916","J Ristic","E Pereira"
"917","J Ristic","E Birmingham"
"918","M Rutherford","M Rutherford"
"920","D Whitney","A Leib"
"922","R Murray","R Murray"
"923","M Kang","S Hong"
"925","M Maertens","G Aguilar"
"926","J Chen","G Maiello"
"928","V Paulun","J Chen"
"929","J Culham","G Maiello"
"930","J Culham","J Chen"
"931","J Culham","V Paulun"
"933","R Fleming","J Chen"
"935","R Fleming","J Culham"
"937","S Barton","B Fajen"
"938","S Steinmetz","B Fajen"
"939","S Steinmetz","S Barton"
"940","J López-Moliner","J López-Moliner"
"942","R Kothari","K Binaee"
"943","J Pelz","K Binaee"
"944","J Pelz","R Kothari"
"945","G Diaz","K Binaee"
"946","G Diaz","R Kothari"
"947","G Diaz","J Pelz"
"948","T Drew","H Balaban"
"949","R Luria","H Balaban"
"950","R Luria","T Drew"
"951","C Cunningham","M Schurgin"
"952","H Egeth","M Schurgin"
"953","H Egeth","C Cunningham"
"954","T Brady","M Schurgin"
"955","T Brady","C Cunningham"
"956","T Brady","H Egeth"
"957","D Fougnie","D Fougnie"
"958","P Bays","W Harrison"
"959","G Alvarez","R Strong"
"961","G Avidan","G Avidan"
"962","R Caldara","K Watanabe"
"963","A Gouws","T Andrews"
"964","Y Otsuka","K Seymour"
"965","C Clifford","K Seymour"
"966","C Clifford","Y Otsuka"
"968","M Vo","T Cornelissen"
"969","Z Hafed","Z Hafed"
"970","J Schall","A Sajad"
"972","J Henderson","J Goold"
"973","E DeYoe","E DeYoe"
"974","G Boynton","A Rokem"
"975","I Fine","A Rokem"
"976","I Fine","G Boynton"
"978","C Chen","Y Yeh"
"979","C Tyler","Y Yeh"
"980","C Tyler","C Chen"
"981","S Wahl","S Wahl"
"982","J Burge","J Burge"
"983","T Dekker","T Dekker"
"984","S Sebastian","W Geisler"
"985","J Winawer","M Carrasco"
"986","C Chubb","C Chubb"
"987","I Motoyoshi","I Motoyoshi"
"988","J Winawer","N Benson"
"989","K Kay","N Benson"
"990","K Kay","J Winawer"
"991","S Nascimento","K Amano"
"992","H Yaguchi","Y Mizokami"
"993","S Nascimento","E Brenner"
"994","M Webster","Y Mizokami"
"999","D Holtmann-Rice","S Zucker"
"1000","B Kunsberg","S Zucker"
"1001","B Kunsberg","D Holtmann-Rice"
"1002","R Fleming","S Zucker"
"1003","R Fleming","D Holtmann-Rice"
"1004","R Fleming","B Kunsberg"
"1005","J Martin","J Martin"
"1007","B Xiao","B Xiao"
"1008","F Schmidt","V Paulun"
"1011","R Fleming","H Tamura"
