"","from","to"
"140","P Edwards","A Gordon"
"141","D SIeeman","A Gordon"
"142","D SIeeman","P Edwards"
"143","Y Kodratoff","A Gordon"
"144","Y Kodratoff","P Edwards"
"145","Y Kodratoff","D SIeeman"
"146","S Grossberg","A Grunewald"
"147","L Altmann","M Harm"
"148","M Seidenberg","M Harm"
"149","M Seidenberg","L Altmann"
"150","S Lytinen","P Hastings"
"151","C Hewson","C Hewson"
"152","C Vogel","C Hewson"
"153","K Hiraki","K Hiraki"
"154","M Ranney","C Hoadley"
"155","P Schank","C Hoadley"
"156","P Schank","M Ranney"
"157","X Huang","X Huang"
"158","E Melz","J Hummel"
"159","J Thompson","J Hummel"
"160","J Thompson","E Melz"
"161","K Holyoak","J Hummel"
"162","K Holyoak","E Melz"
"163","K Holyoak","J Thompson"
"164","M Just","M Isaak"
"165","A Cleeremans","L Jimenez"
"166","J Jin","J Jin"
"168","J Krems","T Johnson"
"169","N Amra","T Johnson"
"170","N Amra","J Krems"
"171","J Zhang","T Johnson"
"172","H Wang","T Johnson"
"173","H Wang","J Zhang"
"174","P Barres","P Johnson-Laird"
"175","M Kalish","M Kalish"
"176","I Katz","I Katz"
"177","M Keane","M Keane"
"178","A Jameson","B Kipper"
"179","B Kokinov","B Kokinov"
"180","J Kolen","J Kolen"
"181","M Erickson","J Kruschke"
"182","E Smith","M Kurbat"
"183","D Medin","M Kurbat"
"184","D Medin","E Smith"
"185","S Johnson","S Kwasny"
"186","B Kalman","S Kwasny"
"187","B Kalman","S Johnson"
"188","J Faries","J Lampinen"
"189","E Large","E Large"
"190","K Forbus","K Law"
"191","D Gentner","K Law"
"193","D Leake","D Leake"
"194","J Anderson","C Lebiere"
"195","L Reder","C Lebiere"
"196","L Reder","J Anderson"
"197","R Miikkulainen","W Leow"
"198","L Sveinson","G Libben"
"199","R Lindsay","R Lindsay"
"200","C Ling","C Ling"
"201","K Sycara","J Liu"
"202","K Eiselt","K Mahesh"
"203","K Markey","K Markey"
"204","R Miikkulainen","M Mayberry"
"205","J McAuley","J McAuley"
"206","J Rehling","G McGraw"
"207","R Goldstone","G McGraw"
"208","R Goldstone","J Rehling"
"209","P Meijer","P Meijer"
"210","E Melis","E Melis"
"211","B Reiser","D Merrill"
"212","C Miller","C Miller"
"213","D Schwartz","J Moore"
"214","A Ram","K Moorman"
"215","M Suwa","N Narayanan"
"216","H Motoda","N Narayanan"
"217","H Motoda","M Suwa"
"218","J Lehman","G Nelson"
"219","B John","G Nelson"
"220","B John","J Lehman"
"221","T Gelder","L Niklasson"
"222","R Nunez","R Nunez"
"223","P Edwards","R Oehlmann"
"224","D Sleeman","R Oehlmann"
"225","D Sleeman","P Edwards"
"226","N Robin","S Ohlsson"
"227","H Suzuki","H Ohnishi"
"228","K Shigemasu","H Ohnishi"
"229","K Shigemasu","H Suzuki"
"230","E Olds","E Olds"
"231","M MacDonald.","N Daugherty"
"232","M Seidenberg","N Daugherty"
"233","M Seidenberg","M MacDonald."
"234","D Billman","J Peterson"
"235","A Goel","J Mahesh"
"236","K Eiselt","J Mahesh"
"237","K Eiselt","A Goel"
"238","R Goldstone","R Pevtzow"
"239","S Phillips","S Phillips"
"240","M Farah","T Polk"
"241","A Riva","M Ramoni"
"242","V Patel","M Ramoni"
"243","V Patel","A Riva"
"244","T T","M Recker"
"245","G Govindaraj","M Recker"
"246","G Govindaraj","T T"
"247","V Vasandani","M Recker"
"248","V Vasandani","T T"
"249","V Vasandani","G Govindaraj"
"250","N Chater","M Redington"
"251","M Redmond","M Redmond"
"252","B Reeves","B Reeves"
"253","L Roberts","L Roberts"
"254","P Schyns","L Rodet"
"255","A Roelofs","A Roelofs"
"256","R Wiers","A Samarapungavan"
"257","H Schutze","H Schutze"
"258","H Bulthoff","P Schyns"
"259","C Seger","C Seger"
"260","S Sen","M Sekaran"
"261","P Slezak","P Slezak"
"262","M Tanenhaus","M Spivey-Knowlton"
"263","J McClelland","C Stark"
"264","S Stevenson","S Stevenson"
"266","K Koedinger","H Tabachneck"
"267","M Nathan","H Tabachneck"
"268","M Nathan","K Koedinger"
"269","A Leonardo","H Tabachneck"
"270","H Simon","H Tabachneck"
"271","H Simon","A Leonardo"
"272","C Taraban","R Taraban"
"273","J Tash","J Tash"
"274","J Carletta","J Taylor"
"275","J Tenenbaum","J Tenenbaum"
"276","P Smolensky","B Tesar"
"277","K Thorisson","K Thorisson"
"278","E Turner","E Turner"
"279","P Eaton","R Turner"
"280","K VanLehn","S Ur"
"281","C Tsatsoulis","M Dyne"
"283","M Keane","T Veale"
"284","K Holyoak.","R Vollmeyer"
"285","B Burns","R Vollmeyer"
"286","B Burns","K Holyoak."
"287","A Redish","H Touretzky."
"288","R Miikkulainen","G Westermann"
"289","T Lange","C Wharton"
"290","J Kolodner","L Wills"
"291","J Moore","R Young"
"292","M Pollack","R Young"
"293","M Pollack","J Moore"
"294","D Norman","J Zhang"
"295","D Woods","D Woods"
"296","L Gleitman","L Gleitman"
"297","M Pazzani","M Pazzani"
"298","W Schneider","W Schneider"
"300","A Francis","A Francis"
"301","P Schyns","R Goldstone"
"302","T Koschmann","T Koschmann"
"303","N Narayanan","N Narayanan"
"304","N Nersessian","N Nersessian"
"305","P Thagard","P Thagard"
