"","from","to"
"195","W Kintsch","D McNamara"
"196","P Polson","S Doane"
"197","P Polson","D McNamara"
"198","P Polson","W Kintsch"
"199","R Dungca","S Doane"
"200","R Dungca","D McNamara"
"201","R Dungca","W Kintsch"
"202","R Dungca","P Polson"
"203","D Clawson","S Doane"
"204","D Clawson","D McNamara"
"205","D Clawson","W Kintsch"
"206","D Clawson","P Polson"
"207","D Clawson","R Dungca"
"208","C Palmer","C Drake"
"209","B Kleinmuntz","A Elstein"
"210","M Rabinowitz","A Elstein"
"211","M Rabinowitz","B Kleinmuntz"
"212","R McAuley","A Elstein"
"213","R McAuley","B Kleinmuntz"
"214","R McAuley","M Rabinowitz"
"215","J Murakami","A Elstein"
"216","J Murakami","B Kleinmuntz"
"217","J Murakami","M Rabinowitz"
"218","J Murakami","R McAuley"
"219","P Heckerling","A Elstein"
"220","P Heckerling","B Kleinmuntz"
"221","P Heckerling","M Rabinowitz"
"222","P Heckerling","R McAuley"
"223","P Heckerling","J Murakami"
"224","J Dod","A Elstein"
"225","J Dod","B Kleinmuntz"
"226","J Dod","M Rabinowitz"
"227","J Dod","R McAuley"
"228","J Dod","J Murakami"
"229","J Dod","P Heckerling"
"230","M Swain","R Firby"
"231","P Folt","P Folt"
"232","D Hofstadter","R French"
"234","L Smith","M Gasser"
"235","J Gennari","J Gennari"
"236","A Goldberg","A Goldberg"
"237","S Waterman","M Goodman"
"238","R Alterman","M Goodman"
"239","R Alterman","S Waterman"
"240","G Ganis","D Gruen"
"241","R Gobbel","D Gruen"
"242","R Gobbel","G Ganis"
"243","M Lovett","A Hickman"
"244","J Karlgren","K Hook"
"245","S Johnson","S Johnson"
"246","J Smith","T Johnson"
"247","B Bell","M Jona"
"248","L Birnbaum","M Jona"
"249","L Birnbaum","B Bell"
"250","M Kalish","M Kalish"
"251","I Katz","I Katz"
"252","J Anderson","K Koedinger"
"253","J Pollack","J Kolen"
"254","N Kushmerick","K Kotovsky"
"255","B Porter","J Lester"
"256","J Martin","Z Long"
"257","L Uhr","G Mani"
"258","R Firby","C Martin"
"259","F Ramparany","J Marty"
"260","M Doize","J Marty"
"261","M Doize","F Ramparany"
"262","C Jullien","J Marty"
"263","C Jullien","F Ramparany"
"264","C Jullien","M Doize"
"265","K Holyoak","E Melz"
"266","J Laird","C Miller"
"267","D Wilkins","S Nicholl"
"268","G DeJong","D Oblinger"
"269","D Klahr","T Okada"
"270","H Abdi","A O'Toole"
"271","K Deffenbacher","A O'Toole"
"272","K Deffenbacher","H Abdi"
"273","J Bartlett","A O'Toole"
"274","J Bartlett","H Abdi"
"275","J Bartlett","K Deffenbacher"
"276","B Boulay","M Patel"
"277","C Taylor","M Patel"
"278","C Taylor","B Boulay"
"279","D Billman","J Peterson"
"280","G Collins","L Pryor"
"281","D Leake","A Ram"
"282","I Zukerman","B Raskutti"
"283","F Ritter","F Ritter"
"284","J Kolodner","S Robinson"
"285","D Rose","D Rose"
"286","M Ranney","P Schank"
"287","J Carbonell","P Shell"
"288","M Heinrichs","K Smith"
"289","H Pick","K Smith"
"290","H Pick","M Heinrichs"
"291","A Stolcke","A Stolcke"
"292","R Sumida","R Sumida"
"293","T Bever","D Townsend"
"294","C Carrithers","D Townsend"
"295","C Carrithers","T Bever"
"296","B Reiser","J Trafton"
"297","R Turner","E Turner"
"298","S Turner","S Turner"
"299","M Veloso","M Veloso"
"300","M Arbib","D Wang"
"301","D Wu","D Wu"
"302","J Zhang","J Zhang"
