"","from","to"
"158","R Lang","R Goldman"
"159","R Goldstone","R Goldstone"
"160","R Engle","J Greeno"
"161","L Kerr","J Greeno"
"162","L Kerr","R Engle"
"163","B MacWhinney","P Gupta"
"164","M Mozer","P Gupta"
"165","P Cooper","J Handler"
"166","J Elman","M Hare"
"167","D Ballard","M Hayhoe"
"168","S Whitehead","M Hayhoe"
"169","S Whitehead","D Ballard"
"170","L Konieczny","B Hemforth"
"171","G Strube","B Hemforth"
"172","G Strube","L Konieczny"
"173","L L.Hermer","L L.Hermer"
"174","A Howes","A Howes"
"175","F Lerch","B Huguenard"
"176","M Evens","G Hume"
"177","A Rovick","G Hume"
"178","A Rovick","M Evens"
"179","J Michael","G Hume"
"180","J Michael","M Evens"
"181","J Michael","A Rovick"
"182","J Saiki","J Hummel"
"183","R Goebel","P Indefrey"
"184","C Seifert","H Johnson"
"185","S Johnson","S Johnson"
"186","M Tanenhaus","C Juliano"
"187","R Kamimura","R Kamimura"
"188","M Kangassalo","M Kangassalo"
"189","B Katz","B Katz"
"190","J Pollack","J Kolen"
"191","M Kurbat","M Kurbat"
"192","S Larson","S Larson"
"193","J Anderson","C Lebiere"
"194","S Weber-Russell","M LeBlanc"
"195","N Pennington","A Lee"
"196","C Lee","C Lee"
"197","R Spoor","M Lewis"
"198","J Bates","A Loyall"
"199","S Pinker","G Marcus"
"200","U Brinkman","G Marcus"
"201","U Brinkman","S Pinker"
"202","H Clahsen","G Marcus"
"203","H Clahsen","S Pinker"
"204","H Clahsen","U Brinkman"
"205","R Wiese","G Marcus"
"206","R Wiese","S Pinker"
"207","R Wiese","U Brinkman"
"208","R Wiese","H Clahsen"
"209","A Woest","G Marcus"
"210","A Woest","S Pinker"
"211","A Woest","U Brinkman"
"212","A Woest","H Clahsen"
"213","A Woest","R Wiese"
"214","T Shultz","D Mareschal"
"215","D Gentner","A Markman"
"216","G Rully","W Marmie"
"217","A Healy","W Marmie"
"218","A Healy","G Rully"
"219","M Hare","W Marslen-Wilson"
"220","L Older","W Marslen-Wilson"
"221","L Older","M Hare"
"222","B Martin","B Martin"
"223","M Mataric","M Mataric"
"224","T McDougal","T McDougal"
"225","I McLaren","I McLaren"
"226","P Hetherington","K McRae"
"227","V Sa","K McRae"
"228","M Seidenberg","K McRae"
"229","M Seidenberg","V Sa"
"230","G McGraw","L Meeden"
"231","D Blank","L Meeden"
"232","D Blank","G McGraw"
"233","A Cesta","M Miceli"
"234","M Perlis","M Perlis"
"235","C Paris","V Mittal"
"236","P Smolensky","Y Miyata"
"237","G Legendre","Y Miyata"
"238","G Legendre","P Smolensky"
"239","J Krems","J Nerb"
"240","F Rittcr","J Nerb"
"241","F Rittcr","J Krems"
"242","A A","R Nicolson"
"243","F Fawcett","R Nicolson"
"244","F Fawcett","A A"
"245","M Niv","M Niv"
"246","D Huber","P Nobel"
"247","H Noice","T Noice"
"248","R Nosofsky","T Palmeri"
"249","C Seifert","A Patalano"
"250","K Hammond","A Patalano"
"252","D Pautler","D Pautler"
"253","M Wilson","P Pirolli"
"254","K Eiselt","J Pittges"
"255","A Goel","J Pittges"
"256","A Goel","K Eiselt"
"257","A Gomez","J Pittges"
"258","A Gomez","K Eiselt"
"259","A Gomez","A Goel"
"260","K Mahesh","J Pittges"
"261","K Mahesh","K Eiselt"
"262","K Mahesh","A Goel"
"263","K Mahesh","A Gomez"
"264","J Peterson","J Pittges"
"265","J Peterson","K Eiselt"
"266","J Peterson","A Goel"
"267","J Peterson","A Gomez"
"268","J Peterson","K Mahesh"
"269","J McClelland","D Plaut"
"270","I Zukerman","B Raskutti"
"271","L Miller","S Read"
"272","M Recker","M Recker"
"273","N Chater","M Redington"
"274","S Finch","M Redington"
"275","S Finch","N Chater"
"276","R Reilly","R Reilly"
"278","J Rueckl","J Rueckl"
"279","I Rybak","I Rybak"
"280","T O'Shea","E Scanlon"
"281","S Hennessy","E Scanlon"
"282","S Hennessy","T O'Shea"
"283","G G","E Scanlon"
"284","G G","T O'Shea"
"285","G G","S Hennessy"
"286","M Mohamed","E Scanlon"
"287","M Mohamed","T O'Shea"
"288","M Mohamed","S Hennessy"
"289","M Mohamed","G G"
"290","M Byard","E Scanlon"
"291","M Byard","T O'Shea"
"292","M Byard","S Hennessy"
"293","M Byard","G G"
"294","M Byard","M Mohamed"
"295","R Driver","E Scanlon"
"296","R Driver","T O'Shea"
"297","R Driver","S Hennessy"
"298","R Driver","G G"
"299","R Driver","M Mohamed"
"300","R Driver","M Byard"
"301","R Hartley","E Scanlon"
"302","R Hartley","T O'Shea"
"303","R Hartley","S Hennessy"
"304","R Hartley","G G"
"305","R Hartley","M Mohamed"
"306","R Hartley","M Byard"
"307","R Hartley","R Driver"
"308","C Mallen","E Scanlon"
"309","C Mallen","T O'Shea"
"310","C Mallen","S Hennessy"
"311","C Mallen","G G"
"312","C Mallen","M Mohamed"
"313","C Mallen","M Byard"
"314","C Mallen","R Driver"
"315","C Mallen","R Hartley"
"316","D Twigger","E Scanlon"
"317","D Twigger","T O'Shea"
"318","D Twigger","S Hennessy"
"319","D Twigger","G G"
"320","D Twigger","M Mohamed"
"321","D Twigger","M Byard"
"322","D Twigger","R Driver"
"323","D Twigger","R Hartley"
"324","D Twigger","C Mallen"
"325","B Tschaitschian","F Schmalhofer"
"327","D Schulenburg","D Schulenburg"
"328","D Klahr","C Schunn"
"329","A Schwaru","A Schwaru"
"330","M Nathan","B Schwartz"
"331","G Murphy","P Schyns"
"332","D Seymour","D Seymour"
"333","A Cabrera","T Simon"
"334","R Kliegl","T Simon"
"335","R Kliegl","A Cabrera"
"336","N Songer","N Songer"
"337","A Tan","H Soon"
"338","K Holyoak","B Spellman"
"339","M Spivey-Knowlton","M Spivey-Knowlton"
"340","M John","M John"
"341","G Stahl","G Stahl"
"342","J Staszewski","J Staszewski"
"343","A Nelson","R Stevenson"
"344","K Stenning","R Stevenson"
"345","K Stenning","A Nelson"
"346","S Stevenson","S Stevenson"
"347","D Suthers","D Suthers"
"348","A Graesser","S Swamer"
"349","S Franklin","S Swamer"
"350","S Franklin","A Graesser"
"351","M Sell","S Swamer"
"352","M Sell","A Graesser"
"353","M Sell","S Franklin"
"354","R Cohen","S Swamer"
"355","R Cohen","A Graesser"
"356","R Cohen","S Franklin"
"357","R Cohen","M Sell"
"358","W Baggett","S Swamer"
"359","W Baggett","A Graesser"
"360","W Baggett","S Franklin"
"361","W Baggett","M Sell"
"362","W Baggett","R Cohen"
"363","G Denhiere","I Tapiero"
"364","N Songer","K Tonso"
"365","A Baker","F Tourangeau"
"366","B Reiser","J Trafton"
"367","K Linden","K Linden"
"368","T Gelder","T Gelder"
"369","R Jones","K VanLehn"
"370","S S.Vecera","S S.Vecera"
"371","J Voice","J Voice"
"372","W Brewer","S Vosniadou"
"373","D Wang","D Wang"
"374","A Bouzid","R Warner"
"375","J Roach","R Warner"
"376","J Roach","A Bouzid"
"377","S Schwartz","W Wattenmaker"
"378","J Frederiksen","B White"
"379","K Spoehr","B White"
"380","K Spoehr","J Frederiksen"
"381","J Wiles","J Wiles"
"382","A Markman","E Wisniewski"
"383","A Phillips","A Woodward"
"384","E Spelke","A Woodward"
"385","E Spelke","A Phillips"
"386","B DeBauche","M Young"
"387","D Norman","J Zhang"
