"","from","to"
"141","P Langley","R Jones"
"142","I Myung","C Kim"
"143","A Blair","A Blair"
"144","J Elman","J Wiles"
"145","B Katz","B Katz"
"146","D Long","T Norman"
"147","J Rosenblatt","A Vera"
"148","J Anderson","F Lee"
"149","M Matessa","F Lee"
"151","D Plaut","F Gibson"
"152","M Lassaline","W Ahn"
"153","A Goel","S Bhatta"
"154","J Epelboim","J Booth"
"155","R Steinman","J Booth"
"156","R Steinman","J Epelboim"
"157","M Byrne","M Byrne"
"158","C Chinn","C Chinn"
"159","J Ciarrochi","J Ciarrochi"
"160","R Cooper","R Cooper"
"161","J Gelfand","S Epstein"
"162","S Epstein","S Epstein"
"163","M Roy","C Frederiksen"
"164","D Bedard","C Frederiksen"
"165","D Bedard","M Roy"
"166","A Gordon","A Gordon"
"167","B Graves","B Graves"
"168","R Engle","J Greeno"
"169","W Wilson","G Halford"
"170","M McDonald","G Halford"
"171","M McDonald","W Wilson"
"172","L Older","M Hare"
"173","M Ford","M Hare"
"174","M Ford","L Older"
"175","W Marslen-Wilson","M Hare"
"176","W Marslen-Wilson","L Older"
"177","W Marslen-Wilson","M Ford"
"178","C Harris","C Harris"
"179","M Pazzani","T Hume"
"181","D Billman","A Kersten"
"182","G Strube","L Konieczny"
"183","S Ohlsson","J Larreamendy-Joerns"
"184","S Lajoie","N Lavigne"
"185","V Lombardo","V Lombardo"
"186","S Sloman","B Love"
"187","C Burgess","K Lund"
"188","R Atchley","K Lund"
"189","R Atchley","C Burgess"
"190","N Tomuro","S Lytinen"
"191","J Melcher","J Melcher"
"192","E Dietrich","C Morrison"
"193","L Tan","C Perfetti"
"194","S Zhang","C Perfetti"
"195","S Zhang","L Tan"
"196","M Georgi","C Perfetti"
"197","M Georgi","L Tan"
"198","M Georgi","S Zhang"
"199","G Halford","S Phillips"
"200","W Wilson","S Phillips"
"202","Y Pisan","Y Pisan"
"203","M Poesio","M Poesio"
"204","M Farah","T Polk"
"205","S Epstein","M Rattermann"
"206","C Miller","R Remington"
"207","T Ormerod","J Richardson"
"208","P Johnson-Laird","W Schaeken"
"209","R Hershkowitz","B Schwarz"
"210","S Sen","M Sekaran"
"211","R Cox","K Stenning"
"212","S Stevenson","S Stevenson"
"213","H Suzuki","H Suzuki"
"214","K Plunkett","M Thomas"
"215","S Read","E Vanman"
"216","L Miller","E Vanman"
"217","L Miller","S Read"
"218","B Burns","R Vollmeyer"
"219","W Wattenmaker","W Wattenmaker"
"220","J Beskin","D Wolf"
"221","E Dietrich","D Wolf"
"222","E Dietrich","J Beskin"
"223","A Markman","T Yamauchi"
"224","H Wang","J Zhang"
