"","from","to"
"137","Y Lallement","B John"
"138","T Johnson","T Johnson"
"139","V Bell","P Johnson-Laird"
"140","Y Goldvarg","P Johnson-Laird"
"141","J Laird","R Jones"
"142","I Biederman","P Kalocsai"
"143","B Kaup","B Kaup"
"144","J Hahn","J Kim"
"145","B MacLaren","K Koedinger"
"146","F Gobet","C Kohsom"
"147","A Shimojima","H Koiso"
"148","Y Katagiri","H Koiso"
"149","Y Katagiri","A Shimojima"
"150","R McConachy","K Korb"
"151","I Zukerman","K Korb"
"152","I Zukerman","R McConachy"
"153","K Holyoak","J Kroger"
"154","D Laham","T Landauer"
"155","B Rehder","T Landauer"
"156","B Rehder","D Laham"
"157","M Schreiner","T Landauer"
"158","M Schreiner","D Laham"
"159","M Schreiner","B Rehder"
"160","J Anderson","F Lee"
"161","Y Lee","Y Lee"
"162","I Pratt","O Lemon"
"163","C Burgess","K Livesay"
"164","S Becker","A Liwanag"
"165","P Sturt","V Lombardo"
"166","D Mareschal","J Loose"
"167","L Reder","M Lovett"
"168","C Lebiere","M Lovett"
"169","C Lebiere","L Reder"
"170","R Barrett","P Maglio"
"171","J Magnuson","J Magnuson"
"172","B Malle","B Malle"
"173","R French","D Mareschal"
"174","M Ford","W Marslen-Wilson"
"175","X Zhou","W Marslen-Wilson"
"176","X Zhou","M Ford"
"177","G Martin","G Martin"
"178","D Plaut","S McGuire"
"179","D McNamara","D McNamara"
"180","C Miller","C Miller"
"181","C Harris","A Morris"
"182","B Tversky","J Morrison"
"183","C Kim","I Myung"
"184","W Levy","I Myung"
"185","W Levy","C Kim"
"186","K Plunkett","R Nakisa"
"187","S Nam","S Nam"
"188","S Narayanan","S Narayanan"
"189","K Koedinger","M Nathan"
"190","H Tabachneck","M Nathan"
"191","H Tabachneck","K Koedinger"
"192","H Spada","J Nerb"
"193","A Ernst","J Nerb"
"194","A Ernst","H Spada"
"195","L Saitta","F Neri"
"196","A Tiberghien","F Neri"
"197","A Tiberghien","L Saitta"
"198","R Berwick","P Niyogi"
"199","D Janetzko","M Nueckles"
"200","J Jewett","S Ohlsson"
"201","A Markman","T Pavlicic"
"202","S Mani","M Pazzani"
"203","W Shankle","M Pazzani"
"204","W Shankle","S Mani"
"205","K Morton","S Peterson"
"206","T Simon","S Peterson"
"207","T Simon","K Morton"
"208","M Immerzeel","R Phaf"
"209","G Halford","S Phillips"
"210","N Chater","E Pothos"
"211","L Ball","J Quayle"
"212","H Pain","M Ramscar"
"213","R Cooper","M Ramscar"
"214","R Cooper","H Pain"
"215","C Schlieder","R Rauh"
"216","A Nhouyvansivong","L Reder"
"217","C Schunn","L Reder"
"218","C Schunn","A Nhouyvansivong"
"219","M Ayers","L Reder"
"220","M Ayers","A Nhouyvansivong"
"221","M Ayers","C Schunn"
"222","P Angstadt","L Reder"
"223","P Angstadt","A Nhouyvansivong"
"224","P Angstadt","C Schunn"
"225","P Angstadt","M Ayers"
"226","K Hiraki","L Reder"
"227","K Hiraki","A Nhouyvansivong"
"228","K Hiraki","C Schunn"
"229","K Hiraki","M Ayers"
"230","K Hiraki","P Angstadt"
"231","R Hastie","B Rehder"
"232","D Plaut","D Rohde"
"233","V Prabhakaran","B Rypma"
"234","J Smith","B Rypma"
"235","J Smith","V Prabhakaran"
"236","J Desmond","B Rypma"
"237","J Desmond","V Prabhakaran"
"238","J Desmond","J Smith"
"239","G Glover","B Rypma"
"240","G Glover","V Prabhakaran"
"241","G Glover","J Smith"
"242","G Glover","J Desmond"
"243","J Gabrieli","B Rypma"
"244","J Gabrieli","V Prabhakaran"
"245","J Gabrieli","J Smith"
"246","J Gabrieli","J Desmond"
"247","J Gabrieli","G Glover"
"248","K Fischer","G Scheler"
"249","J Anderson","C Schunn"
"250","L Shastri","L Shastri"
"251","B Sherin","B Sherin"
"252","M Numao","R Sison"
"253","M Shimura","R Sison"
"254","M Shimura","M Numao"
"255","B Malt","S Sloman"
"256","M Shi","S Sloman"
"257","M Shi","B Malt"
"258","K Smith","K Smith"
"259","B Geddes","R Stevenson"
"260","P Merlo","S Stevenson"
"261","U Hahn","M Strube"
"262","N Taatgen","N Taatgen"
"263","T Kusumi","A Terao"
"264","S Ichikawa","A Terao"
"265","S Ichikawa","T Kusumi"
"266","P Thagard","P Thagard"
"267","M Dupont","J Thibaut"
"268","J Thibaut","J Thibaut"
"269","D Mareschal","M Thomas"
"270","K Ueda","K Ueda"
"271","N Enyedy","P Vahey"
"272","B Gifford","P Vahey"
"273","B Gifford","N Enyedy"
"274","R Murphy","F Vallee-Tourangeau"
"275","S Drew","F Vallee-Tourangeau"
"276","S Drew","R Murphy"
"277","J Lehman","J VanDyke"
"278","J Johnston","M Selst"
"279","D Rosenbaum","J Vaughan"
"280","C Harp","J Vaughan"
"281","C Harp","D Rosenbaum"
"282","W Rollett","R Vollmeyer"
"283","F Rheinberg","R Vollmeyer"
"284","F Rheinberg","W Rollett"
"285","M Meurer","S Wermter"
"286","J Mclntyre","M Wexler"
"287","J Whalen","J Whalen"
"288","J Wiley","J Wiley"
"289","P Yule","P Yule"
"292","V Patel","L Zozula"
"293","M Dennis","W Ahn"
"294","J Alpert","J Alpert"
"295","R Alterman","R Alterman"
"296","E Altmann","E Altmann"
"297","S Andrews","S Andrews"
"298","S Lajoie","R Azevedo"
"299","M Desaulniers","R Azevedo"
"300","M Desaulniers","S Lajoie"
"301","D Fleiszer","R Azevedo"
"302","D Fleiszer","S Lajoie"
"303","D Fleiszer","M Desaulniers"
"304","L Maskill","L Ball"
"305","T Ormerod","L Ball"
"306","T Ormerod","L Maskill"
"307","J Bargh","J Bargh"
"308","B Koslowski","S Barnett"
"309","P Johnson-Laird","P Barres"
"310","J Beale","J Beale"
"311","D Beitel","D Beitel"
"312","M Hoover","G Berdugo-Oviedo"
"313","M Betrancourt","M Betrancourt"
"314","J Laird","S Bhattacharyya"
"315","D Schwartz","G Biswas"
"316","S Brophy","G Biswas"
"317","S Brophy","D Schwartz"
"318","B Bhuva","G Biswas"
"319","B Bhuva","D Schwartz"
"320","B Bhuva","S Brophy"
"321","T Balac","G Biswas"
"322","T Balac","D Schwartz"
"323","T Balac","S Brophy"
"324","T Balac","B Bhuva"
"325","J Bransford","G Biswas"
"326","J Bransford","D Schwartz"
"327","J Bransford","S Brophy"
"328","J Bransford","B Bhuva"
"329","J Bransford","T Balac"
"330","J McAuley","L Blanc"
"331","J Wiles","L Blanc"
"332","J Wiles","J McAuley"
"333","K Dunbar","I Blanchette"
"334","S Bogacz","S Bogacz"
"335","L Boroditsky","L Boroditsky"
"336","V Caulliez","C Bourdet"
"337","J Foucault","C Bourdet"
"338","J Foucault","V Caulliez"
"339","A Rossetti","C Bourdet"
"340","A Rossetti","V Caulliez"
"341","A Rossetti","J Foucault"
"342","A Manus","C Bourdet"
"343","A Manus","V Caulliez"
"344","A Manus","J Foucault"
"345","A Manus","A Rossetti"
"346","Y Rossetti","C Bourdet"
"347","Y Rossetti","V Caulliez"
"348","Y Rossetti","J Foucault"
"349","Y Rossetti","A Rossetti"
"350","Y Rossetti","A Manus"
"351","J Anderson","J Boyland"
"352","M Evens","S Brandle"
"353","I Pratt","D Bree"
"354","B Bridgeman","B Bridgeman"
"355","A Brook","A Brook"
"356","A Healy","C Buck-Gengler"
"357","J Bullinaria","J Bullinaria"
"358","D Dubois","R Burnet"
"359","C Rouby","R Burnet"
"360","C Rouby","D Dubois"
"361","R Vollmeyer","B Burns"
"362","J Anderson","M Byrne"
"363","G Denhiere","S Caillies"
"364","M Carbonaro","M Carbonaro"
"365","L Carleton","L Carleton"
"366","D Evans","T Carolan"
"367","T Cerratto","T Cerratto"
"369","C Chinn","C Chinn"
"370","L Chun","L Chun"
"371","M Claessen","M Claessen"
"372","M Gasser","E Colunga-Leal"
"373","C Cech","S Condon"
"374","W Edwards","S Condon"
"375","W Edwards","C Cech"
"376","V Constantinescu","V Constantinescu"
"377","A Conway","A Conway"
"378","C Sophian","M Crosby"
"379","J Zavrel","W Daelemans"
"380","J Veenstra","W Daelemans"
"381","J Veenstra","J Zavrel"
"382","E Zubrow","P Daly"
"383","R Desai","R Desai"
"384","J Discenna","J Discenna"
"386","G Sicard","D Dubois"
"387","G Sicard","C Rouby"
"388","D Lewis","R Dufour"
"389","R Tweney","S Duncan"
"390","C Marine","C Dupeyrat"
"391","F Weinert","C Dupeyrat"
"392","F Weinert","C Marine"
"393","S Edelman","S Duvdevani-Bar"
"394","R Firby","C Earl"
"395","C Madden","K Eberhard"
"396","K Zahn","K Eberhard"
"397","K Zahn","C Madden"
"398","N Eliaser","N Eliaser"
"399","M Hare","J Elman"
"400","B Emond","B Emond"
"401","R Engle","R Engle"
"405","P Suppes","J Epelboim"
"406","T Rothenfluh","T Erni"
"407","K Forbus","R Ferguson"
"408","D Gentner","R Ferguson"
"410","S Segura","P Fernandez-Berrocal"
"411","M Johnson","D Fernandez-Duque"
"412","M Ferrari","M Ferrari"
"413","J McClelland","J Fincham"
"414","M Fischer","M Fischer"
"415","A Wells","P Foltz"
"416","M Evens","R Freedman"
"417","R French","R French"
"418","K Clayton","B Frey"
"419","L Frey","L Frey"
"420","S Frisch","S Frisch"
"421","E Furse","E Furse"
"422","T Furuta","T Furuta"
"423","A Markman","D Gentner"
"424","E Heise","P Gerjets"
"425","R Westermann","P Gerjets"
"426","R Westermann","E Heise"
"427","W Iba","M Gervasio"
"428","R Giere","R Giere"
"429","M Lovett","K Gluck"
"430","J Anderson","K Gluck"
"431","J Anderson","M Lovett"
"432","M Newsome","S Glucksberg"
"433","Y Goldvarg","S Glucksberg"
"434","Y Goldvarg","M Newsome"
"435","J Gobert","J Gobert"
"436","M Harm","L Gonnerman"
"437","E Andersen","L Gonnerman"
"438","E Andersen","M Harm"
"439","R Shillcock","P Gontijo"
"440","M Kelly","P Gontijo"
"441","M Kelly","R Shillcock"
"442","P Brna","J Good"
"443","R Cox","J Good"
"444","R Cox","P Brna"
"445","A Gordon","A Gordon"
"446","R Hendrick","P Gordon"
"447","J Grady","J Grady"
"448","L Shastri","D Grannes"
"449","S Narayanan","D Grannes"
"450","S Narayanan","L Shastri"
"451","J Feldman","D Grannes"
"452","J Feldman","L Shastri"
"454","N Nersessian","T Griffith"
"455","A Goel","T Griffith"
"456","A Goel","N Nersessian"
"457","J Clement","T Griffith"
"458","J Clement","N Nersessian"
"459","J Clement","A Goel"
"460","N Bray","L Grupe"
"461","D Heeger","G Haith"
"462","J Trueswell","J Hanna"
"463","M Tanenhaus","J Hanna"
"464","M Tanenhaus","J Trueswell"
"465","J Novick","J Hanna"
"466","J Novick","J Trueswell"
"467","J Novick","M Tanenhaus"
"468","W Marslen-Wilson","M Hare"
"469","S MacAndrew","T Harley"
"470","P Huiskamp","R Hartsuiker"
"471","C Westenberg","R Hartsuiker"
"472","C Westenberg","P Huiskamp"
"473","K Koedinger","L Haverty"
"474","D Klahr","L Haverty"
"475","D Klahr","K Koedinger"
"476","P Hemeron","P Hemeron"
"477","H Suzuki","K Hiraki"
"478","E Hoenkamp","E Hoenkamp"
"479","R Grimbergen","E Hoenkamp"
"480","T Hubbard","T Hubbard"
"481","N Bray","L Huffman"
"482","S Hu","L Hui"
"483","W Iba","W Iba"
"484","Z Dienes","A Import"
"485","A Jacobson","A Jacobson"
"486","S Siler","H Jeong"
"487","M Chi","H Jeong"
"488","M Chi","S Siler"
"489","N Jiang","N Jiang"
"490","M Johannesson","M Johannesson"
"491","S Johnson","S Johnson"
"492","A Kawamoto","R Jones"
"493","T Thlivitis","l Kanellos"
"494","P Kanerva","P Kanerva"
"495","G Murphy","A Kaplan"
"496","A Kushniruk","D Kaufman"
"497","V Patel","D Kaufman"
"498","V Patel","A Kushniruk"
"499","C Kello","C Kello"
"500","B Yoo","J Kim"
"501","H Lee","J Kim"
"502","H Lee","B Yoo"
"503","J Lee","S Kim"
"504","M Schreiner","W Kintsch"
"505","M Wolfe","W Kintsch"
"506","M Wolfe","M Schreiner"
"507","B Rehder","W Kintsch"
"509","B Rehder","M Wolfe"
"510","S Kitzis","S Kitzis"
"511","Z Chen","D Klahr"
"512","K Hadjiilieva","B Kokinov"
"513","M Yoveva","B Kokinov"
"514","M Yoveva","K Hadjiilieva"
"515","H Clark","M Krych"
"516","K Holyoak","T Kubose"
"517","J Hummel","T Kubose"
"518","J Hummel","K Holyoak"
"522","C Lachapelle","C Lachapelle"
"523","D Laham","D Laham"
"524","M Rabinowitz","V Laitusis"
"525","P Gough","K Larson"
"526","A Bowers","A Lee"
"527","C Lee","C Lee"
"529","B Engiles","P Li"
"530","Y Gu","P Li"
"531","Y Gu","B Engiles"
"532","J Andrews","K Livingston"
"533","P Quaresma","J Lopes"
"534","I Rodriques","J Lopes"
"535","I Rodriques","P Quaresma"
"536","B Love","B Love"
"537","B Koslowski","A Masnick"
"538","J Anderson","M Matessa"
"539","P McQuesten","P McQuesten"
"540","K Meints","K Meints"
"541","N Middleton","N Middleton"
"542","G Cottrell","J Milostan"
"543","A Sanford","L Moxey"
"544","L Nagy","L Nagy"
"545","U Hahn","R Nakisa"
"546","B Schwarz","Y Neuman"
"547","K Hiraki","K Niki"
"548","S Phillips","K Niki"
"549","S Phillips","K Hiraki"
"550","M Nisikimi","K Niki"
"551","M Nisikimi","K Hiraki"
"552","M Nisikimi","S Phillips"
"553","A Sashima","K Niki"
"554","A Sashima","K Hiraki"
"555","A Sashima","S Phillips"
"556","A Sashima","M Nisikimi"
"557","G Cottrell","D Noelle"
"558","F Wilms","D Noelle"
"559","F Wilms","G Cottrell"
"560","T Noice","H Noice"
"561","E Nussbaum","E Nussbaum"
"562","C Bierman","C Ohnesorge"
"563","M Chavez","J Oller"
"564","E Chronicle","T Ormerod"
"565","J MacGregor","T Ormerod"
"566","J MacGregor","E Chronicle"
"567","H Osana","H Osana"
"568","E Pascual","E Pascual"
"569","A Pasztor","A Pasztor"
"570","K Pfleger","K Pfleger"
"571","C Pleh","C Pleh"
"573","R Pozarlik","R Pozarlik"
"574","C Seger","V Prabhakaran"
"575","R Poldrack","V Prabhakaran"
"576","R Poldrack","C Seger"
"578","J Desmond","C Seger"
"579","J Desmond","R Poldrack"
"581","G Glover","C Seger"
"582","G Glover","R Poldrack"
"585","J Gabrieli","C Seger"
"586","J Gabrieli","R Poldrack"
"589","J Proffitt","J Proffitt"
"590","J Davies","S Puntambekar"
"591","R Huebscher","S Puntambekar"
"592","R Huebscher","J Davies"
"593","W Newsletter","S Puntambekar"
"594","W Newsletter","J Davies"
"595","W Newsletter","R Huebscher"
"596","J Kolodner","S Puntambekar"
"597","J Kolodner","J Davies"
"598","J Kolodner","R Huebscher"
"599","J Kolodner","W Newsletter"
"600","C Hodulik","M Rabinowitz"
"601","D Raczy","D Raczy"
"602","M Rast","M Rast"
"603","M Recker","M Recker"
"604","L Cohen","M Redford"
"605","D Hofstadter","J Rehling"
"606","V Chauvin","L Rodet"
"607","G Tiberghien","L Rodet"
"608","G Tiberghien","V Chauvin"
"609","B Ericson","E Rogers"
"610","M Rohatgi","M Rohatgi"
"611","P Dulk","B Rokers"
"612","R Phaf","B Rokers"
"613","R Phaf","P Dulk"
"614","J Ross","J Ross"
"615","R Duit","W Roth"
"616","J Tooby","M Rutherford"
"617","L Cosmides","M Rutherford"
"618","L Cosmides","J Tooby"
"619","J Anderson","D Salvucci"
"620","S Douglass","D Salvucci"
"621","S Douglass","J Anderson"
"622","M Gasser","L Samuelson"
"623","L Smith","L Samuelson"
"624","L Smith","M Gasser"
"625","L Smith","C Sandhofer"
"626","A Miyake","A Sanfey"
"627","M Sawyer","M Sawyer"
"628","L Smith","C Saxon"
"629","E Scanlon","E Scanlon"
"630","T O'Shea","E Scanlon"
"631","R Smith","E Scanlon"
"632","R Smith","T O'Shea"
"633","Y Li","E Scanlon"
"634","Y Li","T O'Shea"
"635","Y Li","R Smith"
"636","M Gasser","A Schaffert"
"637","L Smith","A Schaffert"
"639","M Scheutz","M Scheutz"
"640","L Elst","F Schmalhofer"
"641","L Bourne","F Schmalhofer"
"642","L Bourne","L Elst"
"649","D Schwartz","D Schwartz"
"660","A Mosmann","T Seymour"
"661","C Seifert","T Seymour"
"662","C Seifert","A Mosmann"
"663","D Shapiro","D Shapiro"
"664","L Shapiro","J Shapiro"
"665","S Sharoff","S Sharoff"
"666","T McNamara","A Shelton"
"667","M Siegel","M Siegel"
"668","T Ward","C Sifonis"
"669","D Gentner","C Sifonis"
"670","D Gentner","T Ward"
"671","M Houska","C Sifonis"
"672","M Houska","T Ward"
"673","M Houska","D Gentner"
"674","J Kolodner","M Simina"
"675","A Ram","M Simina"
"676","A Ram","J Kolodner"
"677","M Gorman","M Simina"
"678","M Gorman","J Kolodner"
"679","M Gorman","A Ram"
"680","T Simon","T Simon"
"681","T Shultz","S Sirois"
"682","S White","D Sleeman"
"683","S Klein","S Slotnick"
"684","A Cuthbert","J Slotta"
"685","C Sorrentino","C Sorrentino"
"686","J Sougne","J Sougne"
"687","L Spector","L Spector"
"688","M Pickering","A Stewart"
"689","A Sanford","A Stewart"
"690","A Sanford","M Pickering"
"691","V Prabhakaran","M Stone"
"692","C Seger","M Stone"
"694","J Gabrieli","M Stone"
"697","G Glover","M Stone"
"701","S Baron-Cohen","V Stone"
"702","L Cosmides","V Stone"
"703","L Cosmides","S Baron-Cohen"
"704","J Tooby","V Stone"
"705","J Tooby","S Baron-Cohen"
"707","R Knight","V Stone"
"708","R Knight","S Baron-Cohen"
"709","R Knight","L Cosmides"
"710","R Knight","J Tooby"
"711","C Perrone","B Stuart"
"712","E Merrill","R Sun"
"713","T Peterson","R Sun"
"714","T Peterson","E Merrill"
"715","B Koslowski","M Swiderek"
"716","D Bem","M Swiderek"
"717","D Bem","B Koslowski"
"718","E Domeshek","S Szego"
"719","R Bareiss","S Szego"
"720","R Bareiss","E Domeshek"
"721","N Szilas","N Szilas"
"722","H Tappe","H Tappe"
"723","J Tenenbaum","J Tenenbaum"
"724","K Wauchope","J Trafton"
"725","P Raymond","J Trafton"
"726","P Raymond","K Wauchope"
"727","B Deubner","J Trafton"
"728","B Deubner","K Wauchope"
"729","B Deubner","P Raymond"
"730","J Stroup","J Trafton"
"731","J Stroup","K Wauchope"
"732","J Stroup","P Raymond"
"733","J Stroup","B Deubner"
"734","E Marsh","J Trafton"
"735","E Marsh","K Wauchope"
"736","E Marsh","P Raymond"
"737","E Marsh","B Deubner"
"738","E Marsh","J Stroup"
"739","T Tsuzuki","T Tsuzuki"
"740","E Andrews","C Turner"
"741","R Tweney","R Tweney"
"742","I Uehara","I Uehara"
"743","J Underwood","J Underwood"
"744","G Seoane","D Valina"
"745","J Ferraces","D Valina"
"746","J Ferraces","G Seoane"
"747","M Martin","D Valina"
"748","M Martin","G Seoane"
"749","M Martin","J Ferraces"
"750","H Clark","M Wege"
"751","F Overwalle","F Overwalle"
"752","R West","A Vera"
"753","T Kyan","A Vera"
"754","T Kyan","R West"
"755","M Lee","D Vickers"
"756","M Butavicius","D Vickers"
"757","M Butavicius","M Lee"
"758","C Woodson","J Wai"
"759","T Johnson","H Wang"
"760","J Zhang","H Wang"
"761","J Zhang","T Johnson"
"762","E Spelke","R Wang"
"763","R Jones","C Waterson"
"764","A Graesser","K Wiemer-Hastings"
"765","A Graesser","P Wiemer-Hastings"
"766","K Wiemer-Hastings","P Wiemer-Hastings"
"768","B Wilkin","B Wilkin"
"769","I McLaren","A Wills"
"771","C Woodson","C Woodson"
"772","C Wu","C Wu"
"773","E Spelke","F Xu"
"774","A Markman","T Yamauchi"
"775","B Tversky","J Zacks"
"776","P Zhai","P Zhai"
"778","J Chuah","J Zhang"
"779","J Chuah","T Johnson"
"780","K McGrory","J Zhang"
"781","K McGrory","T Johnson"
"782","K McGrory","J Chuah"
"783","B Butterworth","M Zorzi"
"784","J Rossi","M Cornuejols"
"785","D Rumelhart","C Lisetti"
"786","I Berkeley","I Berkeley"
"787","J Yoshimi","R Horn"
"788","M Deering","R Horn"
"789","M Deering","J Yoshimi"
"790","R McBride","R Horn"
"791","R McBride","J Yoshimi"
"792","R McBride","M Deering"
"793","M Eisenhauer","R Pohl"
